Date,Open,High,Low,Close,Turnover ,Close-High,Close-Avg(High_Low),Turnover_Ratio
28-Sep-17,9736.4,9789.2,9687.55,9768.95,18962.4,-20.25,30.575,0.872387654
29-Sep-17,9814.3,9854,9775.35,9788.6,11087.11,-65.4,-26.075,-0.415310826
03-Oct-17,9893.3,9895.4,9831.05,9859.5,9698.55,-35.9,-3.725,-0.125240933
04-Oct-17,9884.35,9938.3,9850.65,9914.9,8790.29,-23.4,20.425,-0.093649051
05-Oct-17,9927,9945.95,9881.85,9888.7,7823.55,-57.25,-25.2,-0.109978169
06-Oct-17,9908.15,9989.35,9906.6,9979.7,9986.18,-9.65,31.725,0.276425664
09-Oct-17,9988.2,10015.75,9959.45,9988.75,7425.19,-27,1.15,-0.256453419
10-Oct-17,10013.7,10034,10002.3,10016.95,8055.5,-17.05,-1.2,0.084888063
11-Oct-17,10042.6,10067.25,9955.8,9984.8,10227.9,-82.45,-26.725,0.269679101
12-Oct-17,10011.2,10104.45,9977.1,10096.4,10579.8,-8.05,55.625,0.03440589
13-Oct-17,10123.7,10191.9,10120.1,10167.45,12379.8,-24.45,11.45,0.170135541
16-Oct-17,10207.4,10242.95,10175.1,10230.85,11774.68,-12.1,21.825,-0.048879626
17-Oct-17,10227.65,10251.85,10212.6,10234.45,10422.81,-17.4,2.225,-0.114811613
18-Oct-17,10209.4,10236.45,10175.75,10210.85,13177.83,-25.6,4.75,0.264326031
19-Oct-17,10210.35,10211.95,10123.35,10146.55,1685.16,-65.4,-21.1,-0.872121586
23-Oct-17,10176.65,10224.15,10124.5,10184.85,12144.31,-39.3,10.525,6.20662133
24-Oct-17,10218.55,10237.75,10182.4,10207.7,11539.73,-30.05,-2.375,-0.049782985
25-Oct-17,10321.15,10340.55,10240.9,10295.35,25922.51,-45.2,4.625,1.246370582
26-Oct-17,10291.8,10355.65,10271.85,10343.8,23135.46,-11.85,30.05,-0.107514666
27-Oct-17,10362.3,10366.15,10311.3,10323.05,15149.9,-43.1,-15.675,-0.345165387
30-Oct-17,10353.85,10384.5,10344.3,10363.65,12558.7,-20.85,-0.75,-0.171037433
31-Oct-17,10364.9,10367.7,10323.95,10335.3,12830.06,-32.4,-10.525,0.021607332
01-Nov-17,10390.35,10451.65,10383.05,10440.5,14206.21,-11.15,23.15,0.107259826
